Reference;;;;annotation.audio_file;;;;;;;;;;;;;;;;;;;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;CUMULO;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;;dubbi;commenti
KPN010;#1863974;doc#264;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN010&begin=1472580&end=1475140;1472580;1475140;PKP024;KPN010;0,019560185;;https://search.corpuskiparla.it/corpus/conversations/KPN010.html;https://search.corpuskiparla.it/corpus/conversations/KPN010_jefferson.html;21-25;F;;stud;;;toscana;laurea in corso;4;pasto;singola e una doppia che si liberano in casa // x // x xxx // dopo ti mando il contatto // mhmh // ha scritto oggi pomeriggio;quindi;sicuramente ha già trovato eh però // conoscendo come sono le case a bologna // però magari puoi provare dai // beh sì //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2014;#1871124;doc#266;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2014&begin=44728&end=49900;44728;49900;BO115;BOD2014;0,017372685;;https://search.corpuskiparla.it/corpus/conversations/BOD2014.html;https://search.corpuskiparla.it/corpus/conversations/BOD2014_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;magari // quando torno su la prossima volta facciamo quella cena e cose // io avrò un esame il ventisei però // mh // ma;quindi;dopo qua~ darai quest'' esame più avanti hai detto non lo dai adesso // sì // bologna è una città bellissima // ci ho passato;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;;;;0;;ma quindi
TOD2016;#1875268;doc#267;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=29595&end=32867;29595;32867;TO080;TOD2016;0,021284722;;https://search.corpuskiparla.it/corpus/conversations/TOD2016.html;https://search.corpuskiparla.it/corpus/conversations/TOD2016_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;diciotto ho vissuto qua a torino // mhmh // e niente vivo in in un bilocale // mhmh // ehm non lontano dall'' università;quindi;in zona centro // e // è piccolo // okay è un bilocale ma vivi da sola o comunqnue con? // sì è un bilocale // vivo da sola // ah;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
TOD2016;#1875474;doc#267;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=88944&end=91526;88944;91526;TO071;TOD2016;0,021284722;;https://search.corpuskiparla.it/corpus/conversations/TOD2016.html;https://search.corpuskiparla.it/corpus/conversations/TOD2016_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;sì // cioè corso belgio quelle parti lì? // no proprio // ah proprio via vanchiglia vanchiglia // sì // okay // e sentiamo;quindi;vivi sa sola // ehm // vanchiglia ecco ti voglio chiedere // com'' è vanchiglia cosa ne pensi di vanchiglia? te lo chiedo;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;0;;
TOD2016;#1876841;doc#267;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=514062&end=515086;514062;515086;TO080;TOD2016;0,021284722;;https://search.corpuskiparla.it/corpus/conversations/TOD2016.html;https://search.corpuskiparla.it/corpus/conversations/TOD2016_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;non so se hai presente come è divisa la a la regione // eh relativamente sì // è divisa perpendicolarmente // okay //;quindi;si trova // una lato puglia e uno lato calabria // no eh diciamo est e ovest // campania // ah okay va bene // e i capoluoghi di;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
TOD2016;#1877993;doc#267;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=864436&end=868514;864436;868514;TO071;TOD2016;0,021284722;;https://search.corpuskiparla.it/corpus/conversations/TOD2016.html;https://search.corpuskiparla.it/corpus/conversations/TOD2016_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;chiedo l'' hiroshima com'' è perché c'' è un concerto dei modena city ramblers // a fine dicembre // al quale vorrò andare // e;quindi;visto che ci sei stata se mi racconti un po'' la location ci arrivo preparato // eh // allora è molto piccolo // okay // molto;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;;;;0;;e quindi
TOD2016;#1880334;doc#267;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=1589471&end=1591175;1589471;1591175;TO080;TOD2016;0,021284722;;https://search.corpuskiparla.it/corpus/conversations/TOD2016.html;https://search.corpuskiparla.it/corpus/conversations/TOD2016_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;miei genitori fossero fuori mio fratello pure fuori // io ero da sola // ma anche per metà giornata una giornata intera //;quindi;non è una cosa che proprio // estranea completamente // non rifuggi l'' ozio // diciamo // no esatto // okay // ehm serie tv;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
TOD2016;#1880709;doc#267;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=1695840&end=1697975;1695840;1697975;TO071;TOD2016;0,021284722;;https://search.corpuskiparla.it/corpus/conversations/TOD2016.html;https://search.corpuskiparla.it/corpus/conversations/TOD2016_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;diventare la turnista del gruppo ics o del cantante ipsilon // eh allora sarebbe qualcosa heavy metal // ah okay // ah;quindi;sei tipa da doppio pedale quindi // a saperlo usare // e suonavi poi hai lasciato perché per ? // perché mi sono trasferita;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB030;#1885246;doc#268;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=1159287&end=1160099;1159287;1160099;BOI102;PBB030;0,042256944;;https://search.corpuskiparla.it/corpus/conversations/PBB030.html;https://search.corpuskiparla.it/corpus/conversations/PBB030_jefferson.html;31-35;F;;intell;;;emilia-romagna;laurea;3;intervista semistrutturata;cioè scegliamo qualcosa di tipico // ma molte volte veniamo a mangiar qua la gramigna che è buonissima // ah ah // ah //;quindi;// così // cibo ci siamo x versante x cibo ci siamo a bologna // cibo eh ma eh poi // sangiovese // eh beh // e col vino le varie i;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB030;#1887207;doc#268;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=1692796&end=1695039;1692796;1695039;BOI102;PBB030;0,042256944;;https://search.corpuskiparla.it/corpus/conversations/PBB030.html;https://search.corpuskiparla.it/corpus/conversations/PBB030_jefferson.html;31-35;F;;intell;;;emilia-romagna;laurea;3;intervista semistrutturata;e c''era streptococco? // non fate il bagno // eh l''enterococcus fecalis c''era // qualco~ // eh // eh // se non mi sbaglio;quindi;c''era proprio // c''era u~ // cioè secondo me si era rotta una roba delle fogne ed era uscita in mare // ma anche perchè //;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB030;#1890001;doc#268;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=2433140&end=2439807;2433140;2439807;BOR025;PBB030;0,042256944;;https://search.corpuskiparla.it/corpus/conversations/PBB030.html;https://search.corpuskiparla.it/corpus/conversations/PBB030_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;dico io non sono // io non sono esperta // nè nè grande frequentatrice di mh di bar discoteche nè tanto da dire vado e mh pro~;quindi;// mhmh // mh non avete dei // so dire poco però però effettivamente ho un''amica di roma che adesso studia qui // mh // e;;;;;1;;;;;;;;;;;;;;;;;1;;1;;;;;;1;;
PBB030;#1891349;doc#268;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=2798217&end=2799468;2798217;2799468;BOI102;PBB030;0,042256944;;https://search.corpuskiparla.it/corpus/conversations/PBB030.html;https://search.corpuskiparla.it/corpus/conversations/PBB030_jefferson.html;31-35;F;;intell;;;emilia-romagna;laurea;3;intervista semistrutturata;limitata // cioè limitata alla mia cerchia // vabbè ma poi come per tutti ovviamente ognuno è soggettiva // sì sì sì //;quindi;non // la mia cerchia // è di persone che non non ce la fa ancora a campare manco da sola e che sta cercando di capire // chi;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB030;#1892468;doc#268;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=3075397&end=3077198;3075397;3077198;BOR035;PBB030;0,042256944;;https://search.corpuskiparla.it/corpus/conversations/PBB030.html;https://search.corpuskiparla.it/corpus/conversations/PBB030_jefferson.html;21-25;F;;stud;;;sicilia;laurea in corso;3;intervista semistrutturata;era un // cioè avevo bisogno di un posto in cui per i primi mesi finchè non sapevo xx // avessi un appoggio // sì // giusto ma;quindi;hai vissuto in studentato // ho vissuto in studentato per eh un anno e mezzo? // eh però era è stato l''anno del terremoto;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;;;;0;;ma quindi
PBB030;#1892922;doc#268;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=3184215&end=3186613;3184215;3186613;BOR025;PBB030;0,042256944;;https://search.corpuskiparla.it/corpus/conversations/PBB030.html;https://search.corpuskiparla.it/corpus/conversations/PBB030_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;di di appartamento sopra // il chiostro s~ che è // sempre vicino a via mortara // okay // xxx vabbè poi non c''ho presente;quindi;non // non mi ricor~ sacro // non è sacro cuore // però x // no ma anche se mi dici il nome probabilmente poi non // e quando ero;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB030;#1894488;doc#268;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=3581057&end=3582089;3581057;3582089;BOR035;PBB030;0,042256944;;https://search.corpuskiparla.it/corpus/conversations/PBB030.html;https://search.corpuskiparla.it/corpus/conversations/PBB030_jefferson.html;21-25;F;;stud;;;sicilia;laurea in corso;3;intervista semistrutturata;sì sì come zuppa // ma va là // cioè tipo nelle strade // ci sono questi stand di zuppe tipo con la lumaca // eh devo venire //;quindi;tu bevi la zuppa e poi // mangi la lumaca proprio // no è buono è molto buono // è // è stra buona la luma~ noi abbiamo tre tipi;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
TOD2014;#1896732;doc#269;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=570753&end=572193;570753;572193;TO071;TOD2014;0,019212963;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;doppie quindi sì io e un'' altra ragazza e altre due // di cui // una un posto letto cambiato anche lì mille volte // okay //;quindi;eravate in quattro là // eravamo in quattro sì // e vabbè un bagno e una cucina molto molto piccola però // in realtà era;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
TOD2014;#1897438;doc#269;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=764494&end=769147;764494;769147;TO060;TOD2014;0,019212963;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;3;intervista semistrutturata;anni da due persone // sì adesso è rimasta vuoto // e adesso è vuota cioè ci sono io quando torno ma torno tre volte all'' anno;quindi;// okay // poi c'' è la camera dei miei bagno x al primo piano // mhm // salotto cucina e un altro bagno a piano terra // e bagno e;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD2014;#1897952;doc#269;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=930765&end=934026;930765;934026;TO059;TOD2014;0,019212963;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;intervista semistrutturata;// aha // quindi lei studiava lì perchè non la sentiva nessuno però ora è diventata una tavernetta // okay // col;quindi;col letto il cucinino eccetera // ehm // vabbè mh il primo piano è enorme è un salotto con la cucina tutto diciamo open;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
KPS007;#1907712;doc#272;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=142170&end=148030;142170;148030;PKP134;KPS007;0,0259375;;https://search.corpuskiparla.it/corpus/conversations/KPS007.html;https://search.corpuskiparla.it/corpus/conversations/KPS007_jefferson.html;26-30;F;;intell;;;abruzzo;laurea;2;pasto;devi che devi prendere la macchina // mh mh // per noi eh // e poi però ci siamo ricordati che eh anche ilaria non ha posto //;quindi;probabilmente il posto di luigi in quella macchina lo prenderà ilaria e luigi comunque prenderà la macchina perchè c''è;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS007;#1910925;doc#272;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=1207076&end=1211650;1207076;1211650;PKP135;KPS007;0,0259375;;https://search.corpuskiparla.it/corpus/conversations/KPS007.html;https://search.corpuskiparla.it/corpus/conversations/KPS007_jefferson.html;21-25;F;;intell;;;abruzzo;dip_lic;2;pasto;poi tra l''altro appunto era nata dal fatto che le~ carlotta aveva fatto le polpette le polpette erano troppo salate //;quindi;s''è iniziato a dire tu eh e il nonno che le aveva detto ah vabbè mangiatele lo stesso mo che fa // ah allora tu la difendi cioè;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS007;#1911464;doc#272;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=1351124&end=1352977;1351124;1352977;PKP135;KPS007;0,0259375;;https://search.corpuskiparla.it/corpus/conversations/KPS007.html;https://search.corpuskiparla.it/corpus/conversations/KPS007_jefferson.html;21-25;F;;intell;;;abruzzo;dip_lic;2;pasto;gliel''avrà chiesto capito magari la nonna ha incontrato una persona dieci anni fa che le ha chiesto sta cosa capito? //;quindi;il signore eh mi fa // ah io pure c''ho e mi fa giovanotto e io xx // no non ci credo // te lo giuro // ma non glielo potevi dire? //;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBC020;#1914813;doc#273;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC020&begin=330334&end=333574;330334;333574;BOR006;PBC020;0,035034722;;https://search.corpuskiparla.it/corpus/conversations/PBC020.html;https://search.corpuskiparla.it/corpus/conversations/PBC020_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;il cambiamento principale nel quartiere è stata l''immigrazione // no è stata la deindustrializzazione // ehm //;quindi;adesso è diciamo un quartiere più residenziale // cioè meno non più adibito all''industria ma più // come dicevo sì //;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBC020;#1916753;doc#273;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC020&begin=1172238&end=1179810;1172238;1179810;BOI048;PBC020;0,035034722;;https://search.corpuskiparla.it/corpus/conversations/PBC020.html;https://search.corpuskiparla.it/corpus/conversations/PBC020_jefferson.html;71-75;M;;pens;;;emilia-romagna;dip_lic;3;intervista semistrutturata;ovviamente // sì // e e abbiamo notevoli // strutture da visitare insomma importantissime s~ anche in centri minori;quindi;eh // essendo abituato a v~ a vivere sotto il portico infatti io vivo nel mio nella mia zona c''è il portico a corticella;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PBC020;#1916819;doc#273;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC020&begin=1208832&end=1217906;1208832;1217906;BOI048;PBC020;0,035034722;;https://search.corpuskiparla.it/corpus/conversations/PBC020.html;https://search.corpuskiparla.it/corpus/conversations/PBC020_jefferson.html;71-75;M;;pens;;;emilia-romagna;dip_lic;3;intervista semistrutturata;son stati anche riconosciuti eh // internazionalmente insomma // eh come patrimonio dell''umanità // sì sì // eh e;quindi;i portici sono una caratteristica fondamentale per me e il por~ i~ bologna è è un teatro // se si va in piazza maggiore si;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBC020;#1917765;doc#273;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC020&begin=1604968&end=1609971;1604968;1609971;BOI048;PBC020;0,035034722;;https://search.corpuskiparla.it/corpus/conversations/PBC020.html;https://search.corpuskiparla.it/corpus/conversations/PBC020_jefferson.html;71-75;M;;pens;;;emilia-romagna;dip_lic;3;intervista semistrutturata;di fontanesi // eh sì sì // e viene che è chiuso non si può andarlo a vedere se non in orari programmati da altri // mh //;quindi;vabbè insomma poi tanti altri elementi ci sono dei laboratori // interessantissimi da vedere e visitare si tratta di;;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;0;quindi vabbè;
KPN021;#1945514;doc#279;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=723569&end=725899;723569;725899;PKP072;KPN021;0,042002315;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;F;;N/A;;;veneto;N/A;4;pasto;amo // sì amo ma non sono lì // // non è qui // sono lì // no li abbiamo cambiati perchè // perchè // perchè li abbiam cambiati;quindi;adesso sono qui // onesto // acqua frizzi // sì grazie // ma non è questo // e quindi sì è stato xxx // #tu areo vuoi bere // no;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
KPN021;#1952087;doc#279;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=2726152&end=2733225;2726152;2733225;PKP072;KPN021;0,042002315;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;F;;N/A;;;veneto;N/A;4;pasto;fa mh // non so chi siano // oh raga ma perchè al posto di vedere sanremo a casa non andiamo a sanremo a vedere sanremo okay e;quindi;c''è tutto il viaggio in macchina sul video bon // // sì // e alla fine del video ci sono loro pronti sul divano a sanremo in;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
KPC004;#1965090;doc#281;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC004&begin=302380&end=306021;302380;306021;PKP028;KPC004;0,018530093;;https://search.corpuskiparla.it/corpus/conversations/KPC004.html;https://search.corpuskiparla.it/corpus/conversations/KPC004_jefferson.html;26-30;F;;stud;;;lazio;laurea in corso;2;pasto;poi viene da un film di nicholas sparks quin~ // cioè un libro di nicholas sparks // aah è un film di sparks // ah okay //;quindi;insomma lui era proprio patito per queste storie d''amore mezze drammatiche // beh ci sta come film d''amore boh non vedo;;;;;1;1;;;;;;;;;;;;;;;;;;1;;;;;;0;;quindi insomma
